anime_id,title,title_japanese,image_url,type,source,episodes,status,aired_string,duration,rating,score,scored_by,rank,popularity,studio,genre
11013,Inu x Boku SS,妖狐×僕SS,https://myanimelist.cdn-dena.com/images/anime/12/35893.jpg,TV,Manga,12,Finished Airing,"Jan 13, 2012 to Mar 30, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.63,139250,1274.0,231,David Production,"Comedy, Supernatural, Romance, Shounen"
2104,Seto no Hanayome,瀬戸の花嫁,https://myanimelist.cdn-dena.com/images/anime/13/58383.jpg,TV,Manga,26,Finished Airing,"Apr 2, 2007 to Oct 1, 2007",24 min. per ep.,PG-13 - Teens 13 or older,7.89,91206,727.0,366,Gonzo,"Comedy, Parody, Romance, School, Shounen"
5262,Shugo Chara!! Doki,しゅごキャラ！！どきっ,https://myanimelist.cdn-dena.com/images/anime/11/10645.jpg,TV,Manga,51,Finished Airing,"Oct 4, 2008 to Sep 25, 2009",24 min. per ep.,PG - Children,7.55,37129,1508.0,1173,Satelight,"Comedy, Magic, School, Shoujo"
721,Princess Tutu,プリンセスチュチュ,https://myanimelist.cdn-dena.com/images/anime/13/32209.jpg,TV,Original,38,Finished Airing,"Aug 16, 2002 to May 23, 2003",16 min. per ep.,PG-13 - Teens 13 or older,8.21,36501,307.0,916,Hal Film Maker,"Comedy, Drama, Magic, Romance, Fantasy"
12365,Bakuman. 3rd Season,バクマン。,https://myanimelist.cdn-dena.com/images/anime/6/41845.jpg,TV,Manga,25,Finished Airing,"Oct 6, 2012 to Mar 30, 2013",24 min. per ep.,PG-13 - Teens 13 or older,8.67,107767,50.0,426,J.C.Staff,"Comedy, Drama, Romance, Shounen"
6586,Yume-iro Pâtissière,夢色パティシエール,https://myanimelist.cdn-dena.com/images/anime/12/21674.jpg,TV,Manga,50,Finished Airing,"Oct 4, 2009 to Sep 26, 2010",24 min. per ep.,G - All Ages,8.03,21618,526.0,1630,"Studio Pierrot, Studio Hibari","Kids, School, Shoujo"
178,Ultra Maniac,ウルトラマニアック,https://myanimelist.cdn-dena.com/images/anime/8/53571.jpg,TV,Manga,26,Finished Airing,"May 20, 2003 to Nov 11, 2003",24 min. per ep.,G - All Ages,7.26,9663,2594.0,2490,Production Reed,"Magic, Comedy, Romance, School, Shoujo"
2787,Shakugan no Shana II (Second),灼眼のシャナII –Second–,https://myanimelist.cdn-dena.com/images/anime/10/18669.jpg,TV,Light novel,24,Finished Airing,"Oct 5, 2007 to Mar 28, 2008",24 min. per ep.,PG-13 - Teens 13 or older,7.72,126085,1066.0,332,J.C.Staff,"Action, Drama, Fantasy, Romance, School, Supernatural"
4477,Nodame Cantabile: Paris-hen,のだめカンタービレ 巴里編,https://myanimelist.cdn-dena.com/images/anime/4/11918.jpg,TV,Manga,11,Finished Airing,"Oct 10, 2008 to Dec 19, 2008",23 min. per ep.,PG-13 - Teens 13 or older,8.24,53908,281.0,988,J.C.Staff,"Music, Slice of Life, Comedy, Romance, Josei"
853,Ouran Koukou Host Club,桜蘭高校ホスト部,https://myanimelist.cdn-dena.com/images/anime/2/71992.jpg,TV,Manga,26,Finished Airing,"Apr 5, 2006 to Sep 27, 2006",23 min. per ep.,PG-13 - Teens 13 or older,8.34,335137,205.0,69,Bones,"Comedy, Harem, Romance, School, Shoujo"
4814,Junjou Romantica 2,純情ロマンチカ2(に),https://myanimelist.cdn-dena.com/images/anime/6/38417.jpg,TV,Manga,12,Finished Airing,"Oct 12, 2008 to Dec 28, 2008",24 min. per ep.,PG-13 - Teens 13 or older,8.15,66565,374.0,799,Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
7054,Kaichou wa Maid-sama!,会長はメイド様!,https://myanimelist.cdn-dena.com/images/anime/6/25254.jpg,TV,Manga,26,Finished Airing,"Apr 2, 2010 to Sep 24, 2010",24 min. per ep.,PG-13 - Teens 13 or older,8.2,315130,314.0,71,J.C.Staff,"Comedy, Romance, School, Shoujo"
11123,Sekaiichi Hatsukoi 2,世界一初恋 2,https://myanimelist.cdn-dena.com/images/anime/8/34871.jpg,TV,Manga,12,Finished Airing,"Oct 8, 2011 to Dec 24, 2011",24 min. per ep.,PG-13 - Teens 13 or older,8.23,53285,288.0,945,Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
14227,Tonari no Kaibutsu-kun,となりの怪物くん,https://myanimelist.cdn-dena.com/images/anime/4/39779.jpg,TV,Manga,13,Finished Airing,"Oct 2, 2012 to Dec 25, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.71,281448,1093.0,88,Brain&#039;s Base,"Slice of Life, Comedy, Romance, School, Shoujo"
269,Bleach,BLEACH - ブリーチ -,https://myanimelist.cdn-dena.com/images/anime/3/40451.jpg,TV,Manga,366,Finished Airing,"Oct 5, 2004 to Mar 27, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.9,433097,693.0,18,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
59,Chobits,ちょびっツ,https://myanimelist.cdn-dena.com/images/anime/4/24648.jpg,TV,Manga,26,Finished Airing,"Apr 3, 2002 to Sep 25, 2002",24 min. per ep.,PG-13 - Teens 13 or older,7.53,175388,1546.0,188,Madhouse,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen"
6045,Kimi ni Todoke,君に届け,https://myanimelist.cdn-dena.com/images/anime/7/17890.jpg,TV,Manga,25,Finished Airing,"Oct 7, 2009 to Mar 31, 2010",22 min. per ep.,PG-13 - Teens 13 or older,8.13,212710,400.0,111,Production I.G,"Slice of Life, Drama, Romance, School, Shoujo"
1735,Naruto: Shippuuden,ナルト- 疾風伝,https://myanimelist.cdn-dena.com/images/anime/5/17407.jpg,TV,Manga,500,Finished Airing,"Feb 15, 2007 to Mar 23, 2017",23 min. per ep.,PG-13 - Teens 13 or older,8.18,385179,337.0,20,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen"
210,Ranma ½,らんま1/2,https://myanimelist.cdn-dena.com/images/anime/13/6441.jpg,TV,Manga,161,Finished Airing,"Apr 15, 1989 to Sep 25, 1992",24 min. per ep.,R+ - Mild Nudity,7.85,59911,802.0,623,Studio Deen,"Slice of Life, Comedy, Martial Arts, Fantasy"
4224,Toradora!,とらドラ！,https://myanimelist.cdn-dena.com/images/anime/13/22128.jpg,TV,Light novel,25,Finished Airing,"Oct 2, 2008 to Mar 26, 2009",24 min. per ep.,PG-13 - Teens 13 or older,8.39,557898,174.0,13,J.C.Staff,"Slice of Life, Comedy, Romance, School"
10030,Bakuman. 2nd Season,バクマン。2ndシーズン,https://myanimelist.cdn-dena.com/images/anime/3/34923.jpg,TV,Manga,25,Finished Airing,"Oct 1, 2011 to Mar 24, 2012",24 min. per ep.,PG-13 - Teens 13 or older,8.49,122090,108.0,374,J.C.Staff,"Comedy, Drama, Romance, Shounen"
74,Gakuen Alice,学園アリス,https://myanimelist.cdn-dena.com/images/anime/4/18118.jpg,TV,Manga,26,Finished Airing,"Oct 30, 2004 to May 14, 2005",25 min. per ep.,G - All Ages,7.77,33244,941.0,1291,Group TAC,"Comedy, School, Shoujo, Super Power"
4722,Skip Beat!,スキップ・ビート！,https://myanimelist.cdn-dena.com/images/anime/11/84022.jpg,TV,Manga,25,Finished Airing,"Oct 6, 2008 to Mar 30, 2009",24 min. per ep.,PG-13 - Teens 13 or older,8.24,90699,282.0,488,Hal Film Maker,"Comedy, Drama, Romance, Shoujo"
14397,Chihayafuru 2,ちはやふる 2,https://myanimelist.cdn-dena.com/images/anime/6/47435.jpg,TV,Manga,25,Finished Airing,"Jan 12, 2013 to Jun 29, 2013",22 min. per ep.,PG-13 - Teens 13 or older,8.47,62720,116.0,757,Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports"
1557,Shounen Onmyouji,少年陰陽師,https://myanimelist.cdn-dena.com/images/anime/11/23852.jpg,TV,Light novel,26,Finished Airing,"Oct 3, 2006 to Mar 13, 2007",23 min. per ep.,PG-13 - Teens 13 or older,7.68,14619,1158.0,1793,Studio Deen,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo"
10800,Chihayafuru,ちはやふる,https://myanimelist.cdn-dena.com/images/anime/3/35749.jpg,TV,Manga,25,Finished Airing,"Oct 5, 2011 to Mar 28, 2012",22 min. per ep.,PG-13 - Teens 13 or older,8.29,89081,246.0,348,Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports"
3731,Itazura na Kiss,イタズラなKiss,https://myanimelist.cdn-dena.com/images/anime/10/19933.jpg,TV,Manga,25,Finished Airing,"Apr 5, 2008 to Sep 25, 2008",24 min. per ep.,PG-13 - Teens 13 or older,7.7,91187,1108.0,473,TMS Entertainment,"Comedy, Romance, Shoujo"
9513,Beelzebub,べるぜバブ,https://myanimelist.cdn-dena.com/images/anime/3/28013.jpg,TV,Manga,60,Finished Airing,"Jan 9, 2011 to Mar 25, 2012",24 min. per ep.,PG-13 - Teens 13 or older,8.02,136105,528.0,208,Pierrot Plus,"Action, Comedy, Demons, Supernatural, School, Shounen"
5835,Hanasakeru Seishounen,花咲ける青少年,https://myanimelist.cdn-dena.com/images/anime/6/22695.jpg,TV,Manga,39,Finished Airing,"Apr 5, 2009 to Feb 14, 2010",24 min. per ep.,PG-13 - Teens 13 or older,7.87,16772,753.0,1654,Studio Pierrot,"Drama, Romance, Shoujo"
9863,SKET Dance,スケットダンス,https://myanimelist.cdn-dena.com/images/anime/9/73974.jpg,TV,Manga,77,Finished Airing,"Apr 7, 2011 to Sep 27, 2012",24 min. per ep.,PG-13 - Teens 13 or older,8.33,44132,213.0,646,Tatsunoko Production,"Comedy, School, Shounen"
7817,B-gata H-kei,B型H系,https://myanimelist.cdn-dena.com/images/anime/4/75227.jpg,TV,4-koma manga,12,Finished Airing,"Apr 2, 2010 to Jun 18, 2010",24 min. per ep.,R+ - Mild Nudity,7.1,142827,3193.0,285,"Hal Film Maker, TYO Animations","Comedy, Romance, Ecchi, School, Seinen"
966,Crayon Shin-chan,クレヨンしんちゃん,https://myanimelist.cdn-dena.com/images/anime/10/59897.jpg,TV,Manga,0,Currently Airing,"Apr 13, 1992 to ?",21 min.,PG - Children,7.73,17683,1032.0,1937,Shin-Ei Animation,"Slice of Life, Comedy, Ecchi, School, Seinen"
120,Fruits Basket,フルーツバスケット,https://myanimelist.cdn-dena.com/images/anime/4/75204.jpg,TV,Manga,26,Finished Airing,"Jul 5, 2001 to Dec 27, 2001",24 min. per ep.,PG-13 - Teens 13 or older,7.77,167968,939.0,222,Studio Deen,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo"
957,Saiunkoku Monogatari,彩雲国物語,https://myanimelist.cdn-dena.com/images/anime/1/957.jpg,TV,Light novel,39,Finished Airing,"Apr 8, 2006 to Feb 24, 2007",25 min. per ep.,PG-13 - Teens 13 or older,8.04,23467,512.0,1313,Madhouse,"Adventure, Fantasy, Comedy, Romance, Historical, Drama"
21,One Piece,ONE PIECE,https://myanimelist.cdn-dena.com/images/anime/6/73245.jpg,TV,Manga,0,Currently Airing,"Oct 20, 1999 to ?",24 min.,PG-13 - Teens 13 or older,8.54,423868,91.0,35,Toei Animation,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen"
1974,Glass no Kamen (2005),ガラスの仮面 (2005),https://myanimelist.cdn-dena.com/images/anime/1/2043.jpg,TV,Manga,51,Finished Airing,"Apr 6, 2005 to Mar 29, 2006",25 min. per ep.,G - All Ages,8.18,7348,333.0,2523,Tokyo Movie Shinsha,"Drama, Shoujo"
857,Air Gear,エア・ギア,https://myanimelist.cdn-dena.com/images/anime/11/18227.jpg,TV,Manga,25,Finished Airing,"Apr 5, 2006 to Sep 27, 2006",24 min. per ep.,R+ - Mild Nudity,7.64,126326,1233.0,297,Toei Animation,"Action, Comedy, Ecchi, Shounen, Sports"
1914,Saiunkoku Monogatari 2nd Season,彩雲国物語 第2シリーズ,https://myanimelist.cdn-dena.com/images/anime/5/73277.jpg,TV,Light novel,39,Finished Airing,"Apr 7, 2007 to Mar 8, 2008",25 min. per ep.,PG-13 - Teens 13 or older,8.16,11924,362.0,2233,Madhouse,"Adventure, Comedy, Drama, Fantasy, Historical, Romance"
249,InuYasha,犬夜叉,https://myanimelist.cdn-dena.com/images/anime/8/20483.jpg,TV,Manga,167,Finished Airing,"Oct 16, 2000 to Sep 13, 2004",24 min. per ep.,PG-13 - Teens 13 or older,7.9,181978,697.0,141,Sunrise,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen"
6645,Chu-Bra!!,ちゅーぶら!!,https://myanimelist.cdn-dena.com/images/anime/1130/91352.jpg,TV,Manga,12,Finished Airing,"Jan 4, 2010 to Mar 22, 2010",24 min. per ep.,PG-13 - Teens 13 or older,6.3,16688,6380.0,1858,Zexcs,"Ecchi, Comedy, School, Seinen"
5690,Nodame Cantabile Finale,のだめカンタービレ フィナーレ,https://myanimelist.cdn-dena.com/images/anime/4/20712.jpg,TV,Manga,11,Finished Airing,"Jan 15, 2010 to Mar 26, 2010",22 min. per ep.,PG-13 - Teens 13 or older,8.34,47983,203.0,995,J.C.Staff,"Comedy, Josei, Music, Romance"
1571,Ghost Hunt,ゴーストハント,https://myanimelist.cdn-dena.com/images/anime/11/73908.jpg,TV,Novel,25,Finished Airing,"Oct 4, 2006 to Mar 28, 2007",25 min. per ep.,PG-13 - Teens 13 or older,7.92,69224,656.0,527,J.C.Staff,"Comedy, Horror, Mystery, Shoujo, Supernatural"
11759,Accel World,アクセル・ワールド,https://myanimelist.cdn-dena.com/images/anime/8/38155.jpg,TV,Light novel,24,Finished Airing,"Apr 7, 2012 to Sep 22, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.53,236083,1545.0,103,Sunrise,"Action, Game, Sci-Fi, Romance, School"
7674,Bakuman.,バクマン。,https://myanimelist.cdn-dena.com/images/anime/6/26138.jpg,TV,Manga,25,Finished Airing,"Oct 2, 2010 to Apr 2, 2011",24 min. per ep.,PG-13 - Teens 13 or older,8.32,167429,216.0,172,J.C.Staff,"Comedy, Drama, Romance, Shounen"
1698,Nodame Cantabile,のだめカンタービレ,https://myanimelist.cdn-dena.com/images/anime/9/11986.jpg,TV,Manga,23,Finished Airing,"Jan 12, 2007 to Jun 15, 2007",22 min. per ep.,PG-13 - Teens 13 or older,8.41,87363,163.0,381,J.C.Staff,"Music, Slice of Life, Comedy, Drama, Romance, Josei"
14713,Kamisama Hajimemashita,神様はじめました,https://myanimelist.cdn-dena.com/images/anime/3/85429.jpg,TV,Manga,13,Finished Airing,"Oct 2, 2012 to Dec 25, 2012",24 min. per ep.,PG-13 - Teens 13 or older,8.14,138954,383.0,259,TMS Entertainment,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
232,Cardcaptor Sakura,カードキャプターさくら,https://myanimelist.cdn-dena.com/images/anime/8/60781.jpg,TV,Manga,70,Finished Airing,"Apr 7, 1998 to Mar 21, 2000",25 min. per ep.,PG - Children,8.21,121898,297.0,292,Madhouse,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo"
233,Daa! Daa! Daa!,だぁ! だぁ! だぁ!,https://myanimelist.cdn-dena.com/images/anime/3/21166.jpg,TV,Manga,78,Finished Airing,"Mar 28, 2000 to Feb 26, 2002",25 min. per ep.,G - All Ages,7.78,6598,919.0,3045,J.C.Staff,"Comedy, Sci-Fi, Shoujo"
9656,Kimi ni Todoke 2nd Season,君に届け 2ND SEASON,https://myanimelist.cdn-dena.com/images/anime/8/27174.jpg,TV,Manga,12,Finished Airing,"Jan 12, 2011 to Mar 30, 2011",23 min. per ep.,PG-13 - Teens 13 or older,8.12,133548,412.0,322,Production I.G,"Slice of Life, Drama, Romance, School, Shoujo"
9926,Sekaiichi Hatsukoi,世界一初恋 TV,https://myanimelist.cdn-dena.com/images/anime/6/29763.jpg,TV,Manga,12,Finished Airing,"Apr 9, 2011 to Jun 25, 2011",23 min. per ep.,PG-13 - Teens 13 or older,8.07,69250,469.0,701,Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
2564,Code-E,CODE-E,https://myanimelist.cdn-dena.com/images/anime/10/57435.jpg,TV,Original,12,Finished Airing,"Jul 4, 2007 to Sep 19, 2007",24 min. per ep.,G - All Ages,6.49,5866,5635.0,3214,Studio Deen,"Comedy, Romance, School, Sci-Fi, Slice of Life"
3092,Junjou Romantica,純情ロマンチカ,https://myanimelist.cdn-dena.com/images/anime/7/8811.jpg,TV,Manga,12,Finished Airing,"Apr 11, 2008 to Jun 27, 2008",24 min. per ep.,PG-13 - Teens 13 or older,7.99,86423,568.0,568,Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
1579,Kiniro no Corda: Primo Passo,金色のコルダ ～primo passo～,https://myanimelist.cdn-dena.com/images/anime/9/7228.jpg,TV,Visual novel,25,Finished Airing,"Oct 2, 2006 to Mar 26, 2007",24 min. per ep.,PG-13 - Teens 13 or older,7.63,36820,1273.0,1138,Yumeta Company,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo"
32370,D.Gray-man Hallow,ディー・グレイマン ハロー,https://myanimelist.cdn-dena.com/images/anime/12/80766.jpg,TV,Manga,13,Finished Airing,"Jul 5, 2016 to Sep 27, 2016",24 min. per ep.,R - 17+ (violence & profanity),7.92,40618,655.0,795,TMS Entertainment,"Action, Adventure, Super Power, Demons, Shounen"
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,スーパーダンガンロンパ2.5 狛枝凪斗と世界の破壊者,https://myanimelist.cdn-dena.com/images/anime/10/83150.jpg,OVA,Original,1,Finished Airing,"Jan 12, 2017",25 min.,R - 17+ (violence & profanity),7.4,15423,2049.0,2044,Lerche,"Action, Mystery, Horror, Psychological"
153,Juuni Kokuki,十二国記,https://myanimelist.cdn-dena.com/images/anime/6/50859.jpg,TV,Novel,45,Finished Airing,"Apr 9, 2002 to Aug 30, 2003",25 min. per ep.,PG-13 - Teens 13 or older,8.13,28791,399.0,1016,Studio Pierrot,"Action, Adventure, Fantasy, Magic, Supernatural"
27417,Diabolik Lovers OVA,DIABOLIK LOVERS OAD,https://myanimelist.cdn-dena.com/images/anime/12/74238.jpg,OVA,Visual novel,1,Finished Airing,"Feb 26, 2015",11 min.,PG-13 - Teens 13 or older,6.04,9290,7260.0,2721,"Production I.G, Zexcs","Harem, School, Vampire, Shoujo"
33398,Neko Konogoro,ネコこのゴロ,https://myanimelist.cdn-dena.com/images/anime/1877/91297.jpg,TV,Manga,0,Currently Airing,"Jun 8, 2016 to ?",1 min.,None,3.44,18,11426.0,10123,Kachidoki Studio,Comedy
1051,Ao no 6-gou,青の6号,https://myanimelist.cdn-dena.com/images/anime/3/20750.jpg,OVA,Manga,4,Finished Airing,"Oct 25, 1998 to Mar 25, 2000",32 min. per ep.,PG-13 - Teens 13 or older,7.14,16149,3026.0,1950,Gonzo,"Action, Adventure, Mecha, Military, Sci-Fi"
12447,Ben-To Picture Drama,ベン・トー,https://myanimelist.cdn-dena.com/images/anime/13/34953.jpg,Special,Light novel,6,Finished Airing,"Dec 21, 2011 to May 16, 2012",9 min. per ep.,PG-13 - Teens 13 or older,6.15,2806,6924.0,3977,David Production,Comedy
1381,Seikai no Monshou Special,星界の紋章 総集編,https://myanimelist.cdn-dena.com/images/anime/9/2753.jpg,Special,Light novel,1,Finished Airing,"Apr 7, 2000",1 hr. 30 min.,PG-13 - Teens 13 or older,7.35,1050,2254.0,6165,Sunrise,"Action, Military, Romance, Sci-Fi, Space"
8022,Tegamibachi Gakuen,テガミバチ学園,https://myanimelist.cdn-dena.com/images/anime/4/19573.jpg,Special,Original,25,Finished Airing,"Jan 27, 2010 to Jul 23, 2010",3 min. per ep.,PG-13 - Teens 13 or older,7.42,1911,1953.0,4119,Studio Pierrot,Comedy
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,おにくだいすき! ゼウシくん「すてきなハンバーグ」,https://myanimelist.cdn-dena.com/images/anime/3/78398.jpg,ONA,Original,1,Finished Airing,"Feb 10, 2016",4 min.,G - All Ages,4.32,22,11629.0,12944,DLE,Comedy
33775,Soul Buster,侍霊演武[ソウルバスター],https://myanimelist.cdn-dena.com/images/anime/3/82256.jpg,TV,Manga,12,Finished Airing,"Oct 4, 2016 to Dec 11, 2016",13 min. per ep.,PG-13 - Teens 13 or older,5.91,4687,7553.0,2963,Studio Pierrot,"Action, Samurai"
14353,Death Billiards,デス・ビリヤード,https://myanimelist.cdn-dena.com/images/anime/11/48721.jpg,Movie,Original,1,Finished Airing,"Mar 2, 2013",25 min.,R - 17+ (violence & profanity),8.01,81162,542.0,637,Madhouse,"Game, Mystery, Psychological, Drama, Thriller"
5235,Live On Cardliver Kakeru,ライブオン CARDLIVER 翔,https://myanimelist.cdn-dena.com/images/anime/9/21028.jpg,TV,Manga,51,Finished Airing,"Oct 5, 2008 to Sep 27, 2009",23 min. per ep.,PG - Children,6.86,97,4074.0,9003,TMS Entertainment,"Game, Fantasy"
26443,Triage X,トリアージX,https://myanimelist.cdn-dena.com/images/anime/8/73682.jpg,TV,Manga,10,Finished Airing,"Apr 9, 2015 to Jun 11, 2015",23 min. per ep.,R+ - Mild Nudity,6.41,34990,5978.0,1025,Xebec,"Action, Adventure, Ecchi, Shounen"
16251,Shinkai no Kantai: Submarine 707,深海の艦隊 サブマリン707,https://myanimelist.cdn-dena.com/images/anime/6/43741.jpg,OVA,Manga,1,Finished Airing,"Jan 10, 1997",46 min.,None,5.73,120,7936.0,9879,"J.C.Staff, Toei Animation","Action, Adventure, Military, Sci-Fi"
36847,Nanatsu no Bitoku,七つの美徳,https://myanimelist.cdn-dena.com/images/anime/9/89129.jpg,TV,Other,10,Finished Airing,"Jan 27, 2018 to Mar 31, 2018",5 min. per ep.,R+ - Mild Nudity,5.2,4722,8835.0,2533,Bridge,"Ecchi, Fantasy"
32561,Hai to Gensou no Grimgar Special,灰と幻想のグリムガル 「風呂の壁にかけた青春――one more センチメートル」,https://myanimelist.cdn-dena.com/images/anime/11/78160.jpg,Special,Light novel,1,Finished Airing,"Mar 16, 2016",11 min.,PG-13 - Teens 13 or older,6.65,16293,4965.0,2146,A-1 Pictures,Comedy
24275,Medamayaki no Kimi Itsu Tsubusu?,目玉焼きの黄身 いつつぶす？,https://myanimelist.cdn-dena.com/images/anime/9/62711.jpg,Special,Manga,4,Finished Airing,"Aug 5, 2014 to Aug 8, 2014",18 min. per ep.,G - All Ages,5.92,161,7526.0,8668,Fanworks,"Comedy, Seinen"
1811,Bounty Dog: Getsumen no Ibu,バウンティドッグ~月面のイブ~,https://myanimelist.cdn-dena.com/images/anime/10/27945.jpg,OVA,Original,2,Finished Airing,"Oct 1, 1994 to Nov 1, 1994",29 min. per ep.,R - 17+ (violence & profanity),5.63,953,8135.0,6716,Animate Film,"Action, Sci-Fi, Space"
9721,Aisai Nikki,愛妻日記,https://myanimelist.cdn-dena.com/images/anime/11/36725.jpg,OVA,Visual novel,1,Finished Airing,"Dec 22, 2010",22 min.,Rx - Hentai,6.54,2749,,4398,G-Lam,Hentai
812,Chikyuu Shoujo Arjuna,地球少女アルジュナ,https://myanimelist.cdn-dena.com/images/anime/4/57253.jpg,TV,Original,13,Finished Airing,"Jan 9, 2001 to Mar 27, 2001",26 min. per ep.,PG-13 - Teens 13 or older,6.95,8111,3731.0,2600,Satelight,"Adventure, Drama, Magic, Sci-Fi"
7791,K-On!!,けいおん!!,https://myanimelist.cdn-dena.com/images/anime/12/76121.jpg,TV,4-koma manga,26,Finished Airing,"Apr 7, 2010 to Sep 29, 2010",24 min. per ep.,PG-13 - Teens 13 or older,8.14,178001,383.0,183,Kyoto Animation,"Comedy, Music, School, Slice of Life"
747,Haru wo Daite Ita,春を抱いていた,https://myanimelist.cdn-dena.com/images/anime/6/3718.jpg,OVA,Manga,2,Finished Airing,"Mar 31, 2005 to May 27, 2005",30 min. per ep.,R+ - Mild Nudity,6.93,10761,,2808,Trinet Entertainment,"Drama, Romance, Yaoi"
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,ポケモン3Dアドベンチャー2 ピカチュウの海底大冒険,https://myanimelist.cdn-dena.com/images/anime/4/30543.jpg,Movie,Game,1,Finished Airing,"May 20, 2006",14 min.,PG - Children,7.13,2588,3092.0,4395,OLM,"Adventure, Comedy, Fantasy, Kids"
8726,Soredemo Machi wa Mawatteiru,それでも町は廻っている,https://myanimelist.cdn-dena.com/images/anime/9/25880.jpg,TV,Manga,12,Finished Airing,"Oct 8, 2010 to Dec 24, 2010",24 min. per ep.,PG-13 - Teens 13 or older,7.47,14763,1744.0,1826,Shaft,"Comedy, Slice of Life"
15813,Majokko Shimai no Yoyo to Nene,魔女っこ姉妹のヨヨとネネ,https://myanimelist.cdn-dena.com/images/anime/5/53567.jpg,Movie,Manga,1,Finished Airing,"Dec 28, 2013",1 hr. 40 min.,G - All Ages,7.57,4073,1431.0,3511,ufotable,"Fantasy, Magic"
33462,Bernard-jou Iwaku.,バーナード嬢曰く。,https://myanimelist.cdn-dena.com/images/anime/11/81589.jpg,TV,Manga,12,Finished Airing,"Oct 7, 2016 to Dec 23, 2016",3 min. per ep.,PG-13 - Teens 13 or older,6.03,5918,7274.0,3130,Creators in Pack,"Comedy, School"
1586,Aoi Umi no Tristia,蒼い海のトリスティア,https://myanimelist.cdn-dena.com/images/anime/2/18760.jpg,OVA,Visual novel,2,Finished Airing,"Apr 23, 2004 to Jul 23, 2004",27 min. per ep.,PG - Children,5.81,1221,7768.0,6326,ufotable,"Adventure, Mecha"
20057,Space☆Dandy,スペース☆ダンディ,https://myanimelist.cdn-dena.com/images/anime/4/56611.jpg,TV,Original,13,Finished Airing,"Jan 5, 2014 to Mar 27, 2014",24 min. per ep.,PG-13 - Teens 13 or older,7.88,75431,748.0,468,Bones,"Sci-Fi, Space, Comedy"
30347,Nanatsu no Taizai OVA,七つの大罪,https://myanimelist.cdn-dena.com/images/anime/6/76269.jpg,OVA,Manga,2,Finished Airing,"Jun 17, 2015 to Aug 12, 2015",24 min. per ep.,PG-13 - Teens 13 or older,7.77,34252,949.0,1245,A-1 Pictures,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen"
18893,Aoki Hagane no Arpeggio: Ars Nova,蒼き鋼のアルペジオ ‐アルス・ノヴァ‐,https://myanimelist.cdn-dena.com/images/anime/6/56143.jpg,TV,Manga,12,Finished Airing,"Oct 8, 2013 to Dec 24, 2013",24 min. per ep.,PG-13 - Teens 13 or older,7.5,48992,1623.0,821,SANZIGEN,"Action, Sci-Fi, Seinen"
35334,ClassicaLoid 2nd Season,クラシカロイド 第2シリーズ,https://myanimelist.cdn-dena.com/images/anime/2/88678.jpg,TV,Original,25,Finished Airing,"Oct 7, 2017 to Mar 24, 2018",24 min. per ep.,PG-13 - Teens 13 or older,6.47,855,5712.0,5092,Sunrise,"Music, Comedy"
36755,Juvenile Pornography The Animation,ジュヴナイル・ポルノグラフィ THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/6/88882.jpg,OVA,Manga,1,Finished Airing,"Dec 1, 2017",16 min.,Rx - Hentai,6.49,682,,7015,Office Takeout,Hentai
2199,Chirin no Suzu,チリンの鈴,https://myanimelist.cdn-dena.com/images/anime/11/80079.jpg,Movie,Picture book,1,Finished Airing,"Mar 11, 1978",46 min.,PG-13 - Teens 13 or older,7.17,2361,2916.0,4822,Sanrio,"Adventure, Drama, Fantasy"
34561,Re:Creators,Re:CREATORS 〈レクリエイターズ〉,https://myanimelist.cdn-dena.com/images/anime/11/85469.jpg,TV,Original,22,Finished Airing,"Apr 8, 2017 to Sep 16, 2017",24 min. per ep.,R - 17+ (violence & profanity),7.69,74531,1138.0,347,TROYCA,"Action, Sci-Fi, Fantasy"
