anime_id,title,title_japanese,image_url,type,source,episodes,status,aired_string,duration,rating,score,scored_by,rank,popularity,studio,genre
323,Mousou Dairinin,妄想代理人,https://myanimelist.cdn-dena.com/images/anime/7/10240.jpg,TV,Original,13,Finished Airing,"Feb 3, 2004 to May 18, 2004",24 min. per ep.,R+ - Mild Nudity,7.73,76944,1047.0,419,Madhouse,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller"
31678,Dragon Nest: Throne of Elves,龙之谷：精灵王座,https://myanimelist.cdn-dena.com/images/anime/7/76354.jpg,Movie,Game,1,Finished Airing,"Aug 19, 2016",1 hr. 44 min.,PG - Children,7.44,416,1843.0,6374,Mili Pictures,"Action, Adventure, Fantasy, Magic"
36511,Tokyo Ghoul:re,東京喰種トーキョーグール：re,https://myanimelist.cdn-dena.com/images/anime/1812/90955.jpg,TV,Manga,12,Currently Airing,"Apr 3, 2018 to ?",24 min. per ep.,R - 17+ (violence & profanity),7.89,36799,727.0,327,Studio Pierrot,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural"
23579,12-sai.,12歳。,https://myanimelist.cdn-dena.com/images/anime/6/61783.jpg,OVA,Manga,8,Finished Airing,"Apr 3, 2014 to Jan 3, 2015",11 min. per ep.,PG - Children,6.44,1995,5831.0,4033,SynergySP,"Romance, School, Shoujo"
9347,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,FORTUNE ARTERIAL 赤い約束 たどり着いた場所,https://myanimelist.cdn-dena.com/images/anime/6/25892.jpg,OVA,Visual novel,1,Finished Airing,"Feb 23, 2011",24 min.,PG-13 - Teens 13 or older,7.0,11084,3565.0,2587,"feel., Zexcs","Harem, Comedy, Romance, Vampire, Fantasy"
8317,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,さよなら絶望先生 序〜俗・絶望少女撰集〜,https://myanimelist.cdn-dena.com/images/anime/4/21812.jpg,Special,Manga,1,Finished Airing,"Aug 27, 2008",56 min.,PG-13 - Teens 13 or older,7.57,2207,1439.0,4095,Shaft,"Comedy, Parody, School"
32620,Koinaka: Koinaka de Hatsukoi x Nakadashi Sexual Life The Animation,こいなか -小田舎で初恋×中出しセクシャルライフ- THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/12/78609.jpg,OVA,Visual novel,1,Finished Airing,"Apr 28, 2016",30 min.,Rx - Hentai,7.17,1839,,5071,G-Lam,Hentai
2775,Genocyber,ジェノサイバー,https://myanimelist.cdn-dena.com/images/anime/2/3751.jpg,OVA,Manga,5,Finished Airing,"Mar 2, 1994 to Jul 21, 1994",29 min. per ep.,R - 17+ (violence & profanity),6.01,5864,7326.0,2870,Artmic,"Action, Sci-Fi, Horror, Psychological, Mecha"
36029,Hakyuu Houshin Engi,覇穹 封神演義,https://myanimelist.cdn-dena.com/images/anime/11/88796.jpg,TV,Manga,23,Currently Airing,"Jan 12, 2018 to ?",23 min. per ep.,PG-13 - Teens 13 or older,5.1,2280,8935.0,3314,C-Station,"Adventure, Demons, Supernatural, Fantasy, Shounen"
1733,eX-Driver: Nina & Rei Danger Zone,エクスドライバー Nina&Rei Danger Zone,https://myanimelist.cdn-dena.com/images/anime/5/87659.jpg,OVA,Original,1,Finished Airing,"Apr 20, 2002",27 min.,PG-13 - Teens 13 or older,6.6,1275,5200.0,6177,Actas,"Action, Cars, Sci-Fi"
21407,Happiness Charge Precure!,ハピネスチャージプリキュア！,https://myanimelist.cdn-dena.com/images/anime/7/88626.jpg,TV,Original,49,Finished Airing,"Feb 2, 2014 to Jan 25, 2015",24 min. per ep.,G - All Ages,6.9,2080,3914.0,4464,Toei Animation,"Action, Fantasy, Magic, Shoujo"
27899,Tokyo Ghoul √A,東京喰種√A,https://myanimelist.cdn-dena.com/images/anime/13/71777.jpg,TV,Manga,12,Finished Airing,"Jan 9, 2015 to Mar 27, 2015",24 min. per ep.,R - 17+ (violence & profanity),7.45,452829,1835.0,41,Studio Pierrot,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen"
11887,Kokoro Connect,ココロコネクト,https://myanimelist.cdn-dena.com/images/anime/2/39665.jpg,TV,Light novel,13,Finished Airing,"Jul 8, 2012 to Sep 30, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.95,209999,618.0,123,Silver Link.,"Slice of Life, Comedy, Supernatural, Drama, Romance, School"
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,逆境無頼カイジ Ultimate Survivor,https://myanimelist.cdn-dena.com/images/anime/12/80032.jpg,TV,Manga,26,Finished Airing,"Oct 3, 2007 to Apr 2, 2008",23 min. per ep.,R - 17+ (violence & profanity),8.32,70767,218.0,555,Madhouse,"Game, Psychological, Seinen, Thriller"
4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,天元突破グレンラガン 螺巌篇,https://myanimelist.cdn-dena.com/images/anime/12/19698.jpg,Movie,Original,1,Finished Airing,"Apr 22, 2009",2 hr. 5 min.,R+ - Mild Nudity,8.62,55073,67.0,759,Gainax,"Action, Sci-Fi, Space, Super Power, Mecha"
396,Seikai no Senki,星界の戦旗,https://myanimelist.cdn-dena.com/images/anime/11/61111.jpg,TV,Light novel,13,Finished Airing,"Apr 14, 2000 to Jul 14, 2000",25 min. per ep.,PG-13 - Teens 13 or older,7.82,10481,849.0,2537,Sunrise,"Action, Military, Romance, Sci-Fi, Space"
17749,Kuruneko: Kurunekobin,くるねこ便,https://myanimelist.cdn-dena.com/images/anime/4/47301.jpg,Special,Manga,4,Finished Airing,"Dec 18, 2009 to Sep 3, 2010",7 min. per ep.,G - All Ages,6.38,48,11021.0,10860,"Studio Deen, DAX Production","Comedy, Slice of Life"
35798,Detective Conan Movie 22: Zero The Enforcer,劇場版 名探偵コナン ゼロの執行人,https://myanimelist.cdn-dena.com/images/anime/12/90104.jpg,Movie,Manga,1,Finished Airing,"Apr 13, 2018",Unknown,PG-13 - Teens 13 or older,7.54,79,1519.0,5189,TMS Entertainment,"Action, Mystery, Police, Drama"
2589,Black Cat: Toozakaru Neko,ブラックキャット 第14.5話 遠ざかる猫,https://myanimelist.cdn-dena.com/images/anime/5/22527.jpg,Special,Manga,1,Finished Airing,"Jul 26, 2006",24 min.,PG-13 - Teens 13 or older,7.24,7688,2637.0,2881,Gonzo,"Action, Sci-Fi, Adventure, Comedy, Super Power, Shounen"
2931,Mokke,もっけ,https://myanimelist.cdn-dena.com/images/anime/13/19674.jpg,TV,Manga,24,Finished Airing,"Oct 3, 2007 to Mar 16, 2008",24 min. per ep.,PG - Children,7.14,1901,3048.0,3652,"Madhouse, Tezuka Productions","Slice of Life, Supernatural, Mystery"
1086,Kenran Butou Sai: The Mars Daybreak,絢爛舞踏祭ザ･マーズ･デイブレイク,https://myanimelist.cdn-dena.com/images/anime/9/74046.jpg,TV,Original,26,Finished Airing,"Apr 1, 2004 to Sep 23, 2004",23 min. per ep.,PG-13 - Teens 13 or older,7.24,5889,2650.0,3020,Bones,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen"
24135,Nobunaga Concerto,信長協奏曲〈コンツェルト〉,https://myanimelist.cdn-dena.com/images/anime/6/64519.jpg,TV,Manga,10,Finished Airing,"Jul 12, 2014 to Sep 20, 2014",22 min. per ep.,PG-13 - Teens 13 or older,7.73,13831,1049.0,1964,Fuji TV,"Comedy, Historical, Romance, Shounen"
1696,Murder Princess,マーダープリンセス,https://myanimelist.cdn-dena.com/images/anime/5/19558.jpg,OVA,Manga,6,Finished Airing,"Mar 28, 2007 to Aug 29, 2007",24 min. per ep.,R - 17+ (violence & profanity),7.1,23357,3210.0,1660,Bee Train,"Action, Adventure, Fantasy"
1362,Street Fighter II Movie,ストリートファイターII MOVIE,https://myanimelist.cdn-dena.com/images/anime/8/76411.jpg,Movie,Game,1,Finished Airing,"Aug 6, 1994",1 hr. 41 min.,PG-13 - Teens 13 or older,7.25,12155,2629.0,2796,Group TAC,"Action, Martial Arts, Shounen"
9943,Ore-sama Kingdom,オレ様キングダム,https://myanimelist.cdn-dena.com/images/anime/11/27510.jpg,OVA,Manga,14,Finished Airing,"Feb, 2011 to May, 2013",11 min. per ep.,G - All Ages,6.51,252,5573.0,6573,SynergySP,"Romance, Shoujo"
28223,Death Parade,デス・パレード,https://myanimelist.cdn-dena.com/images/anime/5/71553.jpg,TV,Original,12,Finished Airing,"Jan 10, 2015 to Mar 28, 2015",23 min. per ep.,R - 17+ (violence & profanity),8.27,371287,262.0,47,Madhouse,"Game, Mystery, Psychological, Drama, Thriller"
5933,Shiroi Kiba White Fang Monogatari,白い牙ホワイトファング物語,https://myanimelist.cdn-dena.com/images/anime/11/81828.jpg,Special,Novel,1,Finished Airing,"May 5, 1982",1 hr. 13 min.,G - All Ages,6.45,92,5818.0,10016,Sunrise,"Adventure, Historical, Drama"
4533,Uchuu Kazoku Carlvinson,宇宙家族カールビンソン,https://myanimelist.cdn-dena.com/images/anime/9/25606.jpg,OVA,Manga,1,Finished Airing,"Dec 21, 1988",45 min.,PG-13 - Teens 13 or older,6.33,378,6287.0,8502,Doga Kobo,"Comedy, Fantasy, Sci-Fi"
28511,Precure All Stars Movie: Haru no Carnival♪,映画プリキュアオールスターズ　春のカーニバル♪,https://myanimelist.cdn-dena.com/images/anime/10/68833.jpg,Movie,Original,1,Finished Airing,"Mar 14, 2015",1 hr. 14 min.,G - All Ages,6.61,624,5172.0,7435,Toei Animation,"Action, Comedy, Fantasy, Magic, Music, Shoujo"
31883,Bakuon!! OVA,ばくおん！！OAD,https://myanimelist.cdn-dena.com/images/anime/8/79867.jpg,OVA,Manga,2,Finished Airing,"Mar 18, 2016 to Dec 20, 2016",23 min. per ep.,PG-13 - Teens 13 or older,6.41,3043,5947.0,4436,TMS Entertainment,"Cars, Seinen, Slice of Life, Sports"
1238,One Piece: Mamore! Saigo no Dai Butai,ワンピース守れ! 最後の大舞台,https://myanimelist.cdn-dena.com/images/anime/5/77108.jpg,Special,Manga,1,Finished Airing,"Dec 14, 2003",45 min.,PG-13 - Teens 13 or older,7.46,9344,1782.0,2728,Toei Animation,"Adventure, Comedy, Fantasy, Shounen"
4334,Heroman,ヒーローマン,https://myanimelist.cdn-dena.com/images/anime/10/23841.jpg,TV,Original,26,Finished Airing,"Apr 1, 2010 to Sep 23, 2010",24 min. per ep.,PG - Children,6.9,9951,3915.0,2234,Bones,"Action, Sci-Fi, Shounen"
7549,Quiz Magic Academy: The Original Animation 2,クイズマジックアカデミー ～オリジナルアニメーション2～,https://myanimelist.cdn-dena.com/images/anime/11/27241.jpg,OVA,Game,1,Finished Airing,"Feb 11, 2010",29 min.,PG-13 - Teens 13 or older,6.17,1933,6880.0,5246,AIC Plus+,"Comedy, Fantasy, Magic, School"
2356,Amon: Devilman Mokushiroku,AMON デビルマン黙示録,https://myanimelist.cdn-dena.com/images/anime/5/15758.jpg,OVA,Manga,1,Finished Airing,"May 24, 2000",45 min.,R+ - Mild Nudity,6.56,5954,5357.0,3451,Studio Live,"Demons, Horror, Psychological, Supernatural"
28025,Tsukimonogatari,憑物語,https://myanimelist.cdn-dena.com/images/anime/6/68259.jpg,TV,Light novel,4,Finished Airing,"Dec 31, 2014",24 min. per ep.,R - 17+ (violence & profanity),8.19,100529,329.0,443,Shaft,"Mystery, Comedy, Supernatural, Ecchi"
8247,Bleach Movie 4: Jigoku-hen,劇場版 BLEACH 地獄篇,https://myanimelist.cdn-dena.com/images/anime/9/26792.jpg,Movie,Manga,1,Finished Airing,"Dec 4, 2010",1 hr. 34 min.,PG-13 - Teens 13 or older,7.72,69564,1055.0,738,Studio Pierrot,"Action, Comedy, Super Power, Supernatural, Shounen"
532,Bishoujo Senshi Sailor Moon S,美少女戦士セーラームーン S,https://myanimelist.cdn-dena.com/images/anime/1077/92346.jpg,TV,Manga,38,Finished Airing,"Mar 19, 1994 to Feb 25, 1995",24 min. per ep.,PG-13 - Teens 13 or older,7.91,45311,671.0,1034,Toei Animation,"Drama, Magic, Romance, Shoujo"
7540,Kurogane no Linebarrels Specials,鉄のラインバレル,https://myanimelist.cdn-dena.com/images/anime/7/25929.jpg,Special,Manga,2,Finished Airing,"Aug 26, 2009 to Nov 14, 2009",23 min. per ep.,R - 17+ (violence & profanity),6.65,1914,4974.0,5268,Gonzo,"Action, Ecchi, Comedy, Mecha"
31670,Kaitou Joker 3rd Season,怪盗ジョーカー シーズン,https://myanimelist.cdn-dena.com/images/anime/10/78229.jpg,TV,Manga,13,Finished Airing,"Apr 4, 2016 to Jun 27, 2016",24 min. per ep.,PG - Children,7.26,954,2570.0,6232,Shin-Ei Animation,"Adventure, Comedy, Mystery, Shounen"
174,Tenjou Tenge,天上天下,https://myanimelist.cdn-dena.com/images/anime/10/8380.jpg,TV,Manga,24,Finished Airing,"Apr 2, 2004 to Sep 17, 2004",23 min. per ep.,R - 17+ (violence & profanity),7.05,64618,3390.0,678,Madhouse,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen"
16199,Girls & Panzer: Shoukai Shimasu!,ガールズ&パンツァー 紹介します！,https://myanimelist.cdn-dena.com/images/anime/7/43631.jpg,Special,Original,2,Finished Airing,"Nov 13, 2012 to Dec 25, 2012",23 min. per ep.,PG-13 - Teens 13 or older,6.6,7211,5204.0,3239,Actas,"Military, School"
4810,Shinzou Ningen Casshern,新造人間キャシャーン,https://myanimelist.cdn-dena.com/images/anime/7/60395.jpg,TV,Original,35,Finished Airing,"Oct 2, 1973 to Jun 25, 1974",25 min. per ep.,PG-13 - Teens 13 or older,6.92,839,3856.0,5512,Tatsunoko Production,"Action, Sci-Fi, Adventure"
9893,Suite Precure♪,スイート プリキュア♪,https://myanimelist.cdn-dena.com/images/anime/3/32129.jpg,TV,Original,48,Finished Airing,"Feb 6, 2011 to Jan 29, 2012",24 min. per ep.,G - All Ages,7.35,3061,2259.0,3856,Toei Animation,"Action, Fantasy, Magic, Shoujo"
21353,Tokyo ESP,東京ESP,https://myanimelist.cdn-dena.com/images/anime/10/64587.jpg,TV,Manga,12,Finished Airing,"Jul 12, 2014 to Sep 27, 2014",24 min. per ep.,R - 17+ (violence & profanity),6.63,51400,5081.0,729,Xebec,"Action, Sci-Fi, Comedy, Super Power, Supernatural, Shounen"
12221,Precure All Stars Movie New Stage: Mirai no Tomodachi,映画 プリキュアオールスターズNew Stage みらいのともだち,https://myanimelist.cdn-dena.com/images/anime/8/39609.jpg,Movie,Original,1,Finished Airing,"Mar 17, 2012",1 hr. 13 min.,G - All Ages,7.21,1440,2787.0,5821,Toei Animation,"Fantasy, Magic, Shoujo"
190,Love Hina Again,ラブ ひな Again,https://myanimelist.cdn-dena.com/images/anime/3/10289.jpg,OVA,Manga,3,Finished Airing,"Jan 26, 2002 to Mar 27, 2002",30 min. per ep.,PG-13 - Teens 13 or older,7.33,43062,2310.0,1204,Xebec,"Comedy, Drama, Ecchi, Romance, Shounen"
13217,Hishoka Drop The Animation,秘書課ドロップ THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/7/37143.jpg,OVA,Manga,1,Finished Airing,"May 25, 2012",26 min.,Rx - Hentai,6.41,924,,6355,G-Lam,Hentai
31953,New Game!,NEW GAME!,https://myanimelist.cdn-dena.com/images/anime/9/80417.jpg,TV,4-koma manga,12,Finished Airing,"Jul 4, 2016 to Sep 19, 2016",24 min. per ep.,PG-13 - Teens 13 or older,7.74,95036,1021.0,382,Doga Kobo,"Game, Slice of Life, Comedy"
36196,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season,怪獣娘～ウルトラ怪獣擬人化計画～ 第2期,https://myanimelist.cdn-dena.com/images/anime/2/89222.jpg,TV,Original,12,Finished Airing,"Jan 9, 2018 to Mar 27, 2018",5 min. per ep.,PG - Children,6.1,1010,7084.0,6193,Studio PuYUKAI,"Comedy, Fantasy, Parody"
36629,"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",腐男子高校生活　スポーツの秋煩悩の秋,https://myanimelist.cdn-dena.com/images/anime/9/89162.jpg,Special,Manga,1,Finished Airing,"Oct 14, 2016",4 min.,PG-13 - Teens 13 or older,6.32,169,6303.0,6707,EMT²,"Slice of Life, Comedy, School, Shoujo"
1833,Hyper-Psychic Geo Garaga,ギャラガ HYPER-PSYCHIC-GEO GARAGA,https://myanimelist.cdn-dena.com/images/anime/9/28323.jpg,Movie,Manga,1,Finished Airing,"Oct 21, 1989",1 hr. 40 min.,R - 17+ (violence & profanity),5.2,382,8809.0,8571,"Anime R, Aubec","Action, Sci-Fi, Adventure"
37433,Wakaokami wa Shougakusei!,若おかみは小学生！,https://myanimelist.cdn-dena.com/images/anime/1416/90904.jpg,TV,Novel,0,Currently Airing,"Apr 8, 2018 to ?",12 min.,G - All Ages,6.07,306,7190.0,6395,"Madhouse, DLE","Slice of Life, Supernatural"
2561,Captain Future,キャプテンフューチャー,https://myanimelist.cdn-dena.com/images/anime/10/87992.jpg,TV,Novel,52,Finished Airing,"Nov 7, 1978 to Dec 18, 1979",23 min. per ep.,PG-13 - Teens 13 or older,7.14,1070,3030.0,6442,Toei Animation,"Action, Adventure, Sci-Fi, Shounen"
28063,Sword Art Online II: Sword Art Offline II,そーどあーと・おふらいん つー,https://myanimelist.cdn-dena.com/images/anime/3/68219.jpg,Special,Light novel,9,Finished Airing,"Oct 22, 2014 to Jun 24, 2015",13 min. per ep.,PG-13 - Teens 13 or older,6.75,11421,4554.0,2081,A-1 Pictures,Comedy
13375,Kyoto Animation: Sora-hen,京都アニメーションCM「空編」,https://myanimelist.cdn-dena.com/images/anime/13/78121.jpg,Special,Original,1,Finished Airing,"Jul, 2010",30 sec.,G - All Ages,5.59,1578,8216.0,6118,Kyoto Animation,Slice of Life
11043,Install Pilot,印ストール,https://myanimelist.cdn-dena.com/images/anime/5/30669.jpg,Special,Original,1,Finished Airing,"Jul 18, 2011",12 min.,R - 17+ (violence & profanity),5.88,156,7620.0,9433,Asahi Production,"Action, Sci-Fi, Shounen"
96,Mobile Fighter G Gundam,機動武闘伝Gガンダム,https://myanimelist.cdn-dena.com/images/anime/1596/92392.jpg,TV,Original,49,Finished Airing,"Apr 1, 1994 to Mar 31, 1995",24 min. per ep.,PG-13 - Teens 13 or older,7.61,23985,1332.0,1695,Sunrise,"Sci-Fi, Adventure, Space, Comedy, Sports, Drama, Romance, Martial Arts, Mecha"
2058,Delpower X Bakuhatsu Miracle Genki!,デルパワーＸ爆発みらくる元気！,https://myanimelist.cdn-dena.com/images/anime/3/11233.jpg,OVA,Original,1,Finished Airing,"Dec 21, 1986",42 min.,PG-13 - Teens 13 or older,5.59,376,8210.0,8711,Big Bang,"Action, Sci-Fi, Comedy, Parody, Mecha, School"
1556,Kikoushi Enma,鬼公子　炎魔,https://myanimelist.cdn-dena.com/images/anime/8/50391.jpg,OVA,Manga,4,Finished Airing,"Aug 24, 2006 to Mar 23, 2007",40 min. per ep.,R+ - Mild Nudity,7.23,5412,2679.0,3167,Brain&#039;s Base,"Horror, Demons, Supernatural, Magic, Ecchi, Fantasy, Seinen"
3121,Kodomo no Jikan OVA,こどものじかん OVA,https://myanimelist.cdn-dena.com/images/anime/9/5682.jpg,OVA,Manga,3,Finished Airing,"Sep 11, 2007 to Jan 21, 2011",24 min. per ep.,R+ - Mild Nudity,7.19,13345,2851.0,2446,Diomedea,"Comedy, Ecchi, School"
34447,Masou Gakuen HxH Specials,魔装学園H×H,https://myanimelist.cdn-dena.com/images/anime/11/83016.jpg,Special,Light novel,6,Finished Airing,"Sep 30, 2016 to Dec 21, 2016",4 min. per ep.,R+ - Mild Nudity,6.76,3766,4502.0,3424,Production IMS,"Harem, Ecchi"
33797,ID-0,ID-0,https://myanimelist.cdn-dena.com/images/anime/12/84421.jpg,TV,Original,12,Finished Airing,"Apr 9, 2017 to Jun 25, 2017",24 min. per ep.,PG-13 - Teens 13 or older,6.78,4146,4399.0,3451,SANZIGEN,"Sci-Fi, Space, Mecha"
31894,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV","アイドルマスター ミリオンライブ！""Dreaming!"" Animation PV",https://myanimelist.cdn-dena.com/images/anime/11/76796.jpg,Music,Game,1,Finished Airing,"Sep 30, 2015",1 min.,PG-13 - Teens 13 or older,6.46,425,5780.0,7880,A-1 Pictures,Music
31931,Full Metal Panic! Invisible Victory,フルメタル・パニック！Invisible Victory,https://myanimelist.cdn-dena.com/images/anime/1033/92011.jpg,TV,Light novel,12,Currently Airing,"Apr 13, 2018 to ?",24 min. per ep.,R - 17+ (violence & profanity),7.94,3015,629.0,1844,Xebec,"Action, Military, Mecha"
3684,Dimension Loop,次元ループ,https://myanimelist.cdn-dena.com/images/anime/6/15302.jpg,OVA,Original,1,Finished Airing,2001,4 min.,PG-13 - Teens 13 or older,5.67,999,8060.0,6732,Studio 4°C,Sci-Fi
10849,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,イ･カ･ア･イ･ス食べなイカ？,https://myanimelist.cdn-dena.com/images/anime/3/29974.jpg,Music,Manga,1,Finished Airing,"Jul 6, 2011",4 min.,PG-13 - Teens 13 or older,6.53,2019,5493.0,5161,Diomedea,Music
5365,Tsumiki no Ie,つみきのいえ,https://myanimelist.cdn-dena.com/images/anime/13/13357.jpg,Movie,Original,1,Finished Airing,"Jun 10, 2008",12 min.,G - All Ages,8.19,34896,330.0,1366,Oh! Production,Drama
35006,Happy Party Train,HAPPY PARTY TRAIN,https://myanimelist.cdn-dena.com/images/anime/11/84529.jpg,Music,Music,1,Finished Airing,"Apr 5, 2017",8 min.,G - All Ages,7.72,2102,1061.0,5058,Sunrise,Music
1126,Figure 17: Tsubasa & Hikaru,フィギュア17 つばさ&ヒカル,https://myanimelist.cdn-dena.com/images/anime/7/15438.jpg,TV,Original,13,Finished Airing,"May 27, 2001 to May 26, 2002",47 min. per ep.,PG-13 - Teens 13 or older,7.3,2236,2421.0,3926,OLM,"Sci-Fi, Slice of Life"
246,Groove Adventure Rave,レイヴ,https://myanimelist.cdn-dena.com/images/anime/9/20134.jpg,TV,Manga,51,Finished Airing,"Oct 13, 2001 to Sep 28, 2002",24 min. per ep.,PG-13 - Teens 13 or older,7.4,26192,2013.0,1203,Studio Deen,"Adventure, Comedy, Fantasy, Romance, Shounen"
35427,Animegataris,アニメガタリズ,https://myanimelist.cdn-dena.com/images/anime/12/89686.jpg,TV,Original,12,Finished Airing,"Oct 8, 2017 to Dec 24, 2017",23 min. per ep.,PG-13 - Teens 13 or older,6.63,15631,5043.0,1721,WAO World,"Comedy, Parody, School"
1589,Bartender,バーテンダー,https://myanimelist.cdn-dena.com/images/anime/13/67397.jpg,TV,Manga,11,Finished Airing,"Oct 15, 2006 to Dec 31, 2006",23 min. per ep.,PG-13 - Teens 13 or older,7.46,17115,1753.0,1448,Palm Studio,"Drama, Seinen, Slice of Life"
3034,Kurai Mirai,クライミライ,https://myanimelist.cdn-dena.com/images/anime/10/20021.jpg,OVA,Visual novel,2,Finished Airing,"Jan 25, 2006 to Sep 25, 2006",30 min. per ep.,Rx - Hentai,5.92,829,,6481,Studio Jam,Hentai
3007,Bronze: Kouji Nanjo Cathexis,BRONZE KoJI NANJo cathexis,https://myanimelist.cdn-dena.com/images/anime/13/73228.jpg,OVA,Manga,1,Finished Airing,"Jul 6, 1994",30 min.,PG-13 - Teens 13 or older,6.41,1667,5950.0,5622,Madhouse,"Music, Shounen Ai"
563,DNA²,Ｄ・Ｎ・Ａ²　～何処かで失くしたあいつのアイツ～,https://myanimelist.cdn-dena.com/images/anime/4/3312.jpg,TV,Manga,12,Finished Airing,"Oct 7, 1994 to Dec 23, 1994",23 min. per ep.,PG-13 - Teens 13 or older,6.81,14117,4261.0,2216,"Madhouse, Studio Deen","Comedy, Romance, Sci-Fi"
2308,Lime-iro Ryuukitan X,"らいむいろ流奇譚 X CROSS ～恋, 教ヘテクダサイ.～",https://myanimelist.cdn-dena.com/images/anime/6/75504.jpg,TV,Visual novel,13,Finished Airing,"Jan 5, 2005 to Mar 30, 2005",25 min. per ep.,R+ - Mild Nudity,5.7,458,8000.0,6218,A.C.G.T.,"Harem, Historical, Supernatural, Drama, Ecchi, Mecha"
9862,Hana no Mahoutsukai Mary Bell: Phoenix no Kagi,花の魔法使いマリーベル フェニックスのかぎ,https://myanimelist.cdn-dena.com/images/anime/13/27295.jpg,Movie,Original,1,Finished Airing,"Aug 8, 1992",43 min.,G - All Ages,5.83,60,7727.0,10449,"Production Reed, Asahi Production","Adventure, Magic, Fantasy, Shoujo"
10257,Pretty Rhythm: Aurora Dream,プリティーリズム オーロラドリーム,https://myanimelist.cdn-dena.com/images/anime/9/36423.jpg,TV,Game,51,Finished Airing,"Apr 9, 2011 to Mar 31, 2012",23 min. per ep.,PG - Children,7.56,3570,1470.0,3425,Tatsunoko Production,"Slice of Life, Sports, Music, Shoujo"
3805,Kaitou Tenshi Twin Angel,快盗天使ツインエンジェル,https://myanimelist.cdn-dena.com/images/anime/12/10017.jpg,OVA,Game,2,Finished Airing,"Aug 8, 2008 to Oct 2, 2008",30 min. per ep.,PG-13 - Teens 13 or older,6.03,1582,7279.0,5138,Nomad,Magic
1570,Happiness!,はぴねす！,https://myanimelist.cdn-dena.com/images/anime/9/75250.jpg,TV,Visual novel,12,Finished Airing,"Oct 6, 2006 to Dec 22, 2006",25 min. per ep.,PG-13 - Teens 13 or older,6.51,12584,5557.0,2217,Artland,"Comedy, Harem, Magic, Romance, School"
13767,Junjou Romantica OVA,純情ロマンチカ,https://myanimelist.cdn-dena.com/images/anime/6/60389.jpg,OVA,Manga,2,Finished Airing,"Dec 20, 2012 to Dec 1, 2015",22 min. per ep.,PG-13 - Teens 13 or older,8.05,15044,490.0,2089,Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
5256,"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai",ポケモン不思議のダンジョン 時の探検隊・闇の探検隊,https://myanimelist.cdn-dena.com/images/anime/12/82264.jpg,Special,Game,1,Finished Airing,"Sep 9, 2007",21 min.,PG - Children,6.73,3780,4634.0,4056,OLM,"Adventure, Fantasy"
2142,Blue Dragon,ブルー・ドラゴン,https://myanimelist.cdn-dena.com/images/anime/2/20597.jpg,TV,Game,51,Finished Airing,"Apr 7, 2007 to Mar 29, 2008",25 min. per ep.,PG - Children,6.52,13970,5506.0,2109,Studio Pierrot,"Adventure, Comedy, Fantasy, Supernatural"
33262,Chobitto Zukan,ちょびっとづかん,https://myanimelist.cdn-dena.com/images/anime/2/79934.jpg,TV,Picture book,52,Finished Airing,"Jul 7, 2016 to Jun 29, 2017",5 min. per ep.,PG - Children,4.86,7,9875.0,12398,Kachidoki Studio,"Fantasy, Kids"
35413,Imouto sae Ireba Ii.,妹さえいればいい。,https://myanimelist.cdn-dena.com/images/anime/10/88472.jpg,TV,Light novel,12,Finished Airing,"Oct 8, 2017 to Dec 24, 2017",23 min. per ep.,R+ - Mild Nudity,7.54,49378,1524.0,745,Silver Link.,"Comedy, Romance"
1221,Demashita! Powerpuff Girls Z,出ましたっ！パワパフガールズZ,https://myanimelist.cdn-dena.com/images/anime/12/3253.jpg,TV,Other,52,Finished Airing,"Jul 1, 2006 to Jun 30, 2007",25 min. per ep.,PG - Children,6.43,6029,5875.0,2874,Toei Animation,"Action, Comedy, Magic, School, Sci-Fi, Shoujo, Slice of Life, Super Power"
28285,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,トリニティセブン 七つの大罪と七魔道士,https://myanimelist.cdn-dena.com/images/anime/3/74066.jpg,OVA,Manga,1,Finished Airing,"Mar 25, 2015",26 min.,PG-13 - Teens 13 or older,7.53,35708,1567.0,1286,Seven Arcs Pictures,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen"
